setname	LRT_pvalue	UNI_pvalue
YBR044C	0.0019	0.0017
YJR103W	0.0019	0.0019
YKL168C	0.0019	0.002
YPL117C	0.0018	0.0021
YCR028C	0.0019	0.0026
YDR138W	0.0019	0.0028
YDR291W	0.0019	0.0028
YMR088C	0.002	0
YDR225W	0.002	0.0015
YLR388W	0.002	0.0016
YIR033W	0.002	0.0017
YDR235W	0.002	0.0018
YLR143W	0.0019	0.0023
YLR154C	0.002	0.0024
YMR227C	0.002	0.0026
YLR044C	0.002	0.0032
YGR072W	0.0021	0.0015
YDR035W	0.0021	0.0019
YHR110W	0.0021	0.0019
YLR390W-A	0.0021	0.0019
YOL107W	0.0021	0.002
YMR251W-A	0.002	0.0021
YGR271C-A	0.0021	0.0021
YDR056C	0.0021	0.0026
YCL001W	0.0021	0.0032
YER100W	0.0021	0.0032
YDR415C	0.0022	0.0022
YPR070W	0.0021	0.0024
YOL102C	0.0023	0.0009
YOL019W	0.0023	0.0018
YOR095C	0.0022	0.0024
YFR007W	0.0023	0.0024
YJL004C	0.0023	0.0024
YGR186W	0.0023	0.0025
YCR087C-A	0.0023	0.0028
YMR215W	0.0023	0.0029
YLR116W	0.0023	0.0037
YGL145W	0.0023	0.0038
YNR026C	0.0023	0.0038
YEL043W	0.0023	0.0039
YOL147C	0.0023	0.0017
YKR084C	0.0025	0.0008
YGL100W	0.0025	0.0009
YML116W	0.0025	0.0024
YPR013C	0.0024	0.0025
YIL132C	0.0025	0.0029
YIL077C	0.0025	0.003
YNL176C	0.0025	0.0032
YJR042W	0.0025	0.0033
YJL121C	0.0025	0.0044
YOR085W	0.0026	0.0012
YHR150W	0.0026	0.0024
YOR288C	0.0026	0.0025
YOL111C	0.0026	0.0032
YGR228W	0.0026	0.0033
YPR173C	0.0025	0.0041
YIL093C	0.0026	0.0044
YML074C	0.0027	0.0014
YKL188C	0.0027	0.0022
YPL204W	0.0026	0.0025
YDL210W	0.0027	0.0028
YAL042C-A	0.0027	0.0031
YNL121C	0.0027	0.0032
YJL128C	0.0027	0.0033
YNL236W	0.0027	0.0036
YBR230C	0.0027	0.0039
YLL002W	0.0027	0.0039
YER156C	0.0027	0.0041
YJR007W	0.0027	0.0044
YDL123W	0.0028	0.0013
YPL045W	0.0027	0.0021
YLR355C	0.0028	0.0024
YDL164C	0.0028	0.0034
YLR384C	0.0028	0.0034
YDL040C	0.0028	0.0035
YIL144W	0.0028	0.0044
YOL128C	0.0028	0.0006
YLR115W	0.0029	0.003
YGL183C	0.0029	0.0035
YDL191W	0.0029	0.0038
YJL011C	0.003	0.0017
YOR203W	0.003	0.0023
YLR091W	0.003	0.0026
YLR048W	0.003	0.0027
YOR086C	0.003	0.0031
YOL002C	0.0029	0.0034
YDR142C	0.003	0.0034
YKL165C	0.003	0.0035
YML077W	0.003	0.004
YLR208W	0.003	0.0049
YPL108W	0.003	0.0045
YDR224C	0.0031	0.0021
YGL082W	0.0032	0.0033
YLR318W	0.0032	0.0037
YMR143W	0.0032	0.004
YLR359W	0.0032	0.0042
YHR141C	0.0032	0.0054
YMR023C	0.0033	0.002
YOR313C	0.0033	0.0025
YGR261C	0.0033	0.0038
YNL260C	0.0032	0.0053
YHR165C	0.0033	0.0059
YKL137W	0.0034	0.0031
YOL108C	0.0034	0.0033
YMR001C-A	0.0034	0.0034
YIR036C	0.0034	0.004
YNL239W	0.0034	0.004
YDR003W	0.0034	0.0043
YOR315W	0.0033	0.0051
YNL157W	0.0034	0.0054
YHR162W	0.0034	0.0062
YKL179C	0.0035	0.0016
YGR060W	0.0035	0.0031
YDR479C	0.0035	0.0035
YNL006W	0.0035	0.0036
YOR010C	0.0034	0.0044
YJL026W	0.0035	0.0045
YBR114W	0.0035	0.0046
YMR187C	0.0036	0.0021
YBR231C	0.0036	0.003
YER054C	0.0036	0.0035
YNL080C	0.0035	0.0047
YGL213C	0.0036	0.006
YNL020C	0.0037	0.004
YKR020W	0.0037	0.0041
YLR422W	0.0037	0.0042
YMR060C	0.0037	0.0044
YNL008C	0.0037	0.0045
YGR003W	0.0037	0.0047
YOR178C	0.0036	0.0052
YHL031C	0.0037	0.0056
YGL079W	0.0037	0.0064
YOR089C	0.0037	0.0013
YDR163W	0.0038	0.0029
YLR132C	0.0039	0.0019
YJR135W-A	0.0039	0.0047
YDR023W	0.0039	0.0048
YLR108C	0.0039	0.0052
YER045C	0.0038	0.0063
YKL143W	0.0039	0.0066
YCR057C	0.004	0.0025
YDR318W	0.004	0.0025
YMR219W	0.0039	0.0032
YMR175W	0.004	0.0034
YNL131W	0.004	0.0038
YML065W	0.004	0.0042
YLR367W	0.004	0.0053
YOR355W	0.004	0.0016
YNL151C	0.0041	0.0024
YOR021C	0.0041	0.0024
YBR111W-A	0.0041	0.0033
YNL263C	0.0041	0.0048
YHR063C	0.0041	0.0049
YGL134W	0.0042	0.0027
YDR461C-A	0.0042	0.0038
YPL218W	0.0041	0.0047
YKL051W	0.0042	0.0048
YOR091W	0.0042	0.0049
YBL049W	0.0042	0.0056
YPL098C	0.0042	0.0023
YDR238C	0.0043	0.0028
YBR212W	0.0043	0.0051
YPL226W	0.0043	0.0031
YJR059W	0.0044	0.0039
YOR212W	0.0044	0.0049
YOR258W	0.0044	0.0059
YDL072C	0.0045	0.0026
YBR116C	0.0045	0.0034
YML022W	0.0045	0.0044
YPL224C	0.0044	0.0057
YDR275W	0.0045	0.0075
YNL169C	0.0046	0.0027
YLL022C	0.0046	0.0039
YMR125W	0.0045	0.0061
YDR375C	0.0046	0.0062
YDR239C	0.0046	0.0082
YOL031C	0.0046	0.0039
YFL042C	0.0047	0.0046
YKL216W	0.0047	0.0062
YMR039C	0.0047	0.005
YKR060W	0.0048	0.0054
YDL018C	0.0049	0.0051
YDL223C	0.0049	0.0053
YOR039W	0.0048	0.0054
YOR120W	0.0049	0.0044
YMR144W	0.005	0.0047
YGR025W	0.005	0.0055
YGR064W	0.005	0.006
YCL014W	0.0051	0.005
YFR008W	0.0051	0.0065
YGR077C	0.0051	0.007
YPL221W	0.005	0.0076
YLR424W	0.0052	0.0013
YDR519W	0.0052	0.0056
YMR106C	0.0052	0.0079
YPR032W	0.0051	0.009
YMR222C	0.0052	0.0021
YDR289C	0.0053	0.0068
YCR065W	0.0053	0.0086
YIL013C	0.0053	0.0033
YLL061W	0.0054	0.0062
YLR204W	0.0054	0.0039
YEL064C	0.0055	0.0058
YER065C	0.0055	0.0072
YKL071W	0.0055	0.0087
YHR149C	0.0056	0.0059
YGR029W	0.0056	0.0065
YIL140W	0.0056	0.0074
YPR033C	0.0055	0.0079
YDR284C	0.0057	0.005
YGL130W	0.0057	0.006
YLR292C	0.0057	0.0073
YLR146C	0.0056	0.0083
YLR021W	0.0058	0.0038
YLL009C	0.0058	0.0041
YPL228W	0.0058	0.0059
YHL007C	0.0058	0.0061
YPR011C	0.0057	0.0065
YDR340W	0.0058	0.0076
YDR018C	0.0058	0.0077
YNL290W	0.0058	0.0093
YIL036W	0.0059	0.0065
YGR054W	0.0059	0.0072
YPR111W	0.0058	0.0079
YIR035C	0.006	0.005
YOR286W	0.0059	0.0059
YML117W	0.006	0.0076
YMR238W	0.006	0.0089
YBR088C	0.0061	0.0024
YPL110C	0.006	0.0043
YBR254C	0.0061	0.0053
YDL204W	0.0061	0.0056
YLR224W	0.0061	0.0073
YLR277C	0.0061	0.0081
YGR168C	0.0062	0.0113
YMR250W	0.0063	0.005
YHR025W	0.0062	0.0053
YFR001W	0.0063	0.006
YNL064C	0.0063	0.0074
YKR046C	0.0063	0.0076
YGL028C	0.0063	0.009
YOL098C	0.0063	0.0057
YJR105W	0.0065	0.0098
YDR011W	0.0066	0.0035
YPL230W	0.0065	0.0068
YCL066W	0.0067	0.0057
YJR046W	0.0067	0.0069
YMR038C	0.0067	0.0082
YNL082W	0.0067	0.0106
YKL060C	0.0066	0.0123
YDR099W	0.0068	0.0043
YDR092W	0.0068	0.006
YGL194C-A	0.0068	0.0076
YLR082C	0.0068	0.0077
YGR032W	0.0068	0.0079
YPL143W	0.0067	0.0088
YCR015C	0.0068	0.0093
YKL086W	0.0068	0.0118
YDR400W	0.0069	0.0009
YPL051W	0.0069	0.0061
YOR253W	0.0069	0.0068
YDR313C	0.0069	0.0087
YPR017C	0.0068	0.0097
YPR043W	0.0069	0.0137
YLR408C	0.007	0.0041
YDR457W	0.0071	0.0084
YKL134C	0.0072	0.0059
YEL025C	0.0071	0.0116
YML127W	0.0072	0.0084
YLR377C	0.0073	0.0113
YIL109C	0.0073	0.0132
YPL193W	0.0073	0.0063
YJL079C	0.0074	0.0075
YDL076C	0.0074	0.008
YGR065C	0.0074	0.0089
YHL026C	0.0074	0.0092
YLR429W	0.0074	0.0103
YDR452W	0.0075	0.0063
YAL013W	0.0075	0.0073
YEL002C	0.0075	0.0073
YGL194C	0.0075	0.0098
YPL190C	0.0074	0.0101
YER142C	0.0075	0.0128
YMR273C	0.0075	0.0047
YER159C	0.0076	0.0078
YLR100W	0.0077	0.0046
YDR041W	0.0077	0.0072
YBR167C	0.0077	0.0076
YKL171W	0.0076	0.0087
YLR339C	0.0077	0.0092
YML035C	0.0077	0.0059
YDR306C	0.0079	0.0099
YBL101C	0.008	0.0081
YPR001W	0.0079	0.0091
YJR136C	0.0081	0.0066
YMR099C	0.008	0.0086
YKL029C	0.0081	0.0086
YLR392C	0.0081	0.0096
YPL023C	0.0081	0.0059
YKR064W	0.0082	0.0042
YAL035W	0.0083	0.0143
YBR201C-A	0.0083	0.0086
YDR097C	0.0085	0.0058
YLL006W	0.0085	0.0059
YDL007W	0.0085	0.0084
YIL004C	0.0084	0.0116
YNL156C	0.0087	0.0086
YNL197C	0.0085	0.0101
YPL007C	0.0087	0.0087
YDR004W	0.0088	0.0097
YHR191C	0.0088	0.0098
YMR083W	0.0088	0.0006
YOR326W	0.009	0.0047
YOR292C	0.009	0.0111
YDR234W	0.009	0.012
YDR062W	0.0092	0.0096
YPR095C	0.009	0.0106
YKR035C	0.0092	0.0109
YFL039C	0.0093	0.0098
YGR258C	0.0093	0.0124
YPR061C	0.0092	0.0127
YNL304W	0.0093	0.0136
YGR237C	0.0095	0.0078
YKR005C	0.0094	0.0113
YCL050C	0.0095	0.0119
YCR054C	0.0096	0.0087
YHR083W	0.0095	0.0119
YLR349W	0.0096	0.0095
YCL039W	0.0097	0.0139
YKL100C	0.0098	0.0064
YIL110W	0.0097	0.007
YDR034W-B	0.0098	0.0114
YMR061W	0.0098	0.0121
YCR105W	0.0099	0.0071
YKL053C-A	0.0099	0.0104
YOL023W	0.0098	0.011
YKL095W	0.0099	0.0119
YPL211W	0.0099	0.0132
YGL148W	0.0102	0.0116
YBR195C	0.0102	0.0117
YKR054C	0.0102	0.0138
YER038C	0.0101	0.0177
YLR154W-C	0.0103	0.0074
YBL032W	0.0103	0.0076
YDL140C	0.0103	0.0131
YPR024W	0.0102	0.0176
YMR194C-B	0.0103	0.006
YCR076C	0.0105	0.0086
YLL031C	0.0104	0.0108
YDL028C	0.0105	0.0109
YMR121C	0.0107	0.0109
YML001W	0.0106	0.0118
YOR069W	0.0107	0.0093
YGR037C	0.0108	0.012
YER013W	0.0108	0.016
YKL074C	0.0108	0.0192
YLR109W	0.0108	0.0124
YDR252W	0.0109	0.0132
YHR143W	0.0109	0.0108
YMR304C-A	0.0111	0.0105
YOL058W	0.0111	0.0106
YPL151C	0.011	0.0125
YGR090W	0.0111	0.0139
YBR260C	0.0111	0.0158
YBL014C	0.0112	0.0138
YNL141W	0.0112	0.0148
YPL063W	0.0111	0.0169
YCR066W	0.0113	0.0031
YOR323C	0.0112	0.0139
YNL136W	0.0113	0.0112
YGR169C	0.0114	0.0134
YDR251W	0.0114	0.0194
YJR112W	0.0114	0.0105
YGR010W	0.0115	0.0113
YIL050W	0.0115	0.0134
YJL209W	0.0115	0.0121
YDR316W	0.0116	0.0128
YCL024W	0.0118	0.0161
YJR109C	0.0117	0.0212
YNL300W	0.0118	0.016
YDR453C	0.0119	0.0126
YGR200C	0.012	0.0142
YDL177C	0.012	0.0191
YOR254C	0.012	0.0122
YMR067C	0.0121	0.016
YLR237W	0.0122	0.0108
YOR111W	0.0121	0.0133
YKL082C	0.0122	0.0155
YOR229W	0.0122	0.0091
YBR110W	0.0123	0.0153
YOR359W	0.0123	0.0079
YHL019W-A	0.0126	0.0067
YOR261C	0.0124	0.007
YDR096W	0.0126	0.0116
YKL184W	0.0126	0.0169
YML067C	0.0126	0.0133
YGL232W	0.0129	0.0144
YBL039C	0.0129	0.0147
YJR090C	0.0127	0.0159
YLL016W	0.0129	0.0166
YKL165C-A	0.013	0.0149
YMR137C	0.013	0.0152
YLR373C	0.0129	0.0156
YOL056W	0.013	0.0175
YEL066W	0.0131	0.0093
YLR250W	0.0132	0.0109
YCR014C	0.0132	0.0182
YOL044W	0.0132	0.0188
YGR257C	0.0133	0.0153
YDR368W	0.0134	0.0153
YDL077C	0.0135	0.0099
YLR205C	0.0134	0.0146
YJL125C	0.0135	0.0207
YOL027C	0.0136	0.0081
YBR113W	0.0137	0.0158
YGL244W	0.0137	0.0174
YGL044C	0.0138	0.0171
YOR370C	0.0137	0.0203
YNL092W	0.0138	0.0154
YDR243C	0.0139	0.0157
YBL105C	0.0139	0.0161
YMR198W	0.0139	0.0172
YGL058W	0.014	0.0206
YJL158C	0.0141	0.0153
YBL051C	0.0142	0.0215
YOR349W	0.0142	0.0175
YLR135W	0.0145	0.0082
YDR061W	0.0144	0.0156
YGL004C	0.0145	0.0172
YAL027W	0.0145	0.0174
YLR125W	0.0148	0.0148
YDL150W	0.0148	0.016
YOR330C	0.0145	0.0194
YOL075C	0.0148	0.0074
YER001W	0.0149	0.014
YNL029C	0.0149	0.0151
YJR121W	0.0149	0.0197
YBR163W	0.015	0.0126
YPR191W	0.0149	0.0161
YMR173W-A	0.015	0.0202
YJR062C	0.015	0.0226
YCR044C	0.015	0.0227
YOR002W	0.015	0.0172
YER172C	0.0151	0.0184
YJL130C	0.0151	0.0048
YCL049C	0.0152	0.0081
YHR175W-A	0.0152	0.0165
YOR097C	0.0152	0.0172
YDR204W	0.0152	0.0204
YOR151C	0.0152	0.0157
YGR098C	0.0153	0.0197
YOR025W	0.0155	0.0106
YER105C	0.0155	0.0112
YLR122C	0.0155	0.015
YLR177W	0.0155	0.0155
YMR310C	0.0153	0.0207
YPL214C	0.0155	0.0213
YOR245C	0.0156	0.0186
YDR540C	0.0158	0.0097
YOR281C	0.0157	0.0158
YHR116W	0.0158	0.0192
YLR406C	0.0161	0.0154
YBL026W	0.0161	0.0158
YGL087C	0.0159	0.0176
YCR088W	0.0161	0.0197
YPL237W	0.0161	0.0197
YGR280C	0.0162	0.0203
YMR098C	0.0162	0.0169
YJR018W	0.0163	0.0085
YCR023C	0.0165	0.0154
YGL059W	0.0167	0.0149
YHR169W	0.0166	0.0201
YJR084W	0.0167	0.024
YOR065W	0.0167	0.0146
YPL225W	0.0168	0.0138
YDL229W	0.0169	0.0205
YDR183W	0.0169	0.0265
YJL143W	0.0169	0.0098
YML129C	0.0172	0.0194
YMR313C	0.0171	0.0255
YFL024C	0.0172	0.0281
YPL131W	0.0172	0.0175
YEL048C	0.0174	0.0207
YLR315W	0.0174	0.0157
YLR035C	0.0175	0.0188
YDR176W	0.0175	0.021
YPL089C	0.0175	0.0159
YBR152W	0.0176	0.0199
YGR160W	0.0176	0.0202
YGR111W	0.0176	0.0259
YCR053W	0.0177	0.0078
YCL054W	0.0177	0.0195
YJR115W	0.0176	0.0204
YER005W	0.0177	0.02
YBL035C	0.0179	0.0218
YDR463W	0.0179	0.0176
YGL147C	0.0181	0.011
YBR268W	0.0182	0.0176
YDR438W	0.0182	0.0207
YGR021W	0.0182	0.024
YGL237C	0.0185	0.0086
YPR120C	0.0182	0.0268
YOR295W	0.0185	0.0155
YPL269W	0.0186	0.025
YLR105C	0.0188	0.0139
YMR031C	0.0188	0.0206
YMR046W-A	0.0188	0.0222
YAL041W	0.0188	0.0224
YEL022W	0.0187	0.0242
YLR238W	0.0188	0.0245
YNL161W	0.0188	0.018
YDR477W	0.0189	0.0118
YJR154W	0.019	0.0142
YGL085W	0.0193	0.0249
YGR150C	0.0194	0.0278
YNL312W	0.0195	0.0264
YOL060C	0.0198	0.021
YKR081C	0.0196	0.0229
YOR337W	0.0198	0.0041
YMR110C	0.02	0.0225
YJL112W	0.0199	0.023
YER016W	0.02	0.0258
YHR056C	0.0202	0.0078
YOR224C	0.02	0.0124
YNR048W	0.0202	0.0257
YPR142C	0.0202	0.0117
YBR095C	0.0203	0.0158
YGR199W	0.0203	0.0218
YGR122W	0.0204	0.0149
YHR032W-A	0.0204	0.0217
YMR178W	0.0203	0.0244
YKL191W	0.0205	0.0167
YOR368W	0.0204	0.0277
YMR155W	0.0205	0.0222
YBL059C-A	0.0207	0.0296
YMR116C	0.0209	0.0217
YDR006C	0.0209	0.0226
YKL092C	0.0208	0.0273
YMR107W	0.021	0.0224
YGR283C	0.021	0.0251
YPR030W	0.0209	0.0266
YPL268W	0.021	0.0208
YEL059W	0.0212	0.0093
YDR254W	0.0211	0.0256
YDR303C	0.0212	0.0293
YER102W	0.0212	0.0262
YBR058C-A	0.0213	0.0251
YNL059C	0.0215	0.0176
YKL025C	0.0216	0.0177
YGR146C	0.0216	0.0285
YLR381W	0.0216	0.0211
YCR026C	0.0218	0.0306
YJL063C	0.0222	0.0259
YBR201W	0.0224	0.0257
YMR069W	0.0226	0.0087
YPR041W	0.0227	0.0243
YLR442C	0.023	0.0164
YDR377W	0.0229	0.0165
YHR010W	0.023	0.0425
YBR217W	0.0231	0.0321
YDR253C	0.0231	0.0323
YOR375C	0.023	0.0329
YMR056C	0.0231	0.0249
YLR340W	0.0232	0.024
YPL238C	0.0236	0.0293
YMR242C	0.0238	0.0243
YER130C	0.0238	0.0266
YDL171C	0.0237	0.0295
YMR291W	0.0238	0.0372
YML109W	0.0243	0.0275
YMR162C	0.0241	0.0327
YOR046C	0.0243	0.0314
YAL040C	0.0246	0.0493
YER176W	0.0248	0.0173
YBL024W	0.0246	0.0266
YGR120C	0.0248	0.0419
YLR053C	0.0248	0.0314
YKL054C	0.0251	0.0346
YAL044W-A	0.025	0.0357
YOL078W	0.0251	0.0185
YHR002W	0.0252	0.0414
YMR016C	0.0253	0.0141
YFL041W	0.0254	0.0267
YHL010C	0.0255	0.0283
YGL245W	0.0256	0.0325
YDL101C	0.0256	0.0327
YNL099C	0.0256	0.0398
YLL038C	0.0257	0.0368
YOR231W	0.026	0.0315
YJL081C	0.0258	0.0318
YOL042W	0.026	0.0368
YFR047C	0.026	0.038
YOR353C	0.026	0.0122
YDL224C	0.0262	0.0249
YFR048W	0.0261	0.0359
YIL107C	0.0262	0.0331
YGR203W	0.0263	0.0178
YPL253C	0.0265	0.0232
YGR008C	0.0268	0.0334
YPR036W	0.0268	0.0233
YIL112W	0.0269	0.0257
YCL032W	0.027	0.0286
YNL277W-A	0.027	0.0309
YGR109C	0.0271	0.0332
YPL095C	0.0271	0.0406
YJL145W	0.0272	0.036
YER058W	0.0273	0.0409
YMR220W	0.0274	0.0242
YCR036W	0.0275	0.032
YER118C	0.0276	0.0276
YBR084C-A	0.0279	0.0258
YBR253W	0.0278	0.0336
YDR141C	0.0279	0.0347
YDR088C	0.0279	0.0408
YCL027W	0.0279	0.0413
YPL232W	0.0279	0.0275
YKR076W	0.0282	0.0291
YGL060W	0.0282	0.0346
YOL077C	0.0281	0.0411
YOR246C	0.0282	0.0252
YER080W	0.0284	0.0364
YLR241W	0.0284	0.0227
YCR012W	0.0285	0.0265
YMR302C	0.0285	0.0452
YOR336W	0.0286	0.0376
YHR086W	0.029	0.0277
YGL127C	0.0289	0.0432
YOR196C	0.029	0.0375
YBR077C	0.0297	0.0348
YIL003W	0.0298	0.029
YBR192W	0.0299	0.032
YLL011W	0.03	0.0188
YDR022C	0.0302	0.0297
YDR195W	0.0302	0.0421
YBR273C	0.0305	0.0375
YGL246C	0.0304	0.0461
YLR017W	0.0305	0.0387
YNL295W	0.0306	0.0566
YOL116W	0.0308	0.0396
YAL026C	0.0311	0.0407
YDR308C	0.0315	0.0348
YMR259C	0.0316	0.0242
YDR179W-A	0.0319	0.0377
YLR190W	0.0318	0.0534
YKL172W	0.0319	0.0429
YDR178W	0.032	0.0279
YBR033W	0.0322	0.041
YGR016W	0.0322	0.0455
YML028W	0.0323	0.0345
YMR236W	0.0325	0.0404
YMR139W	0.0327	0.0525
YDR070C	0.0329	0.0402
YBR176W	0.033	0.0316
YBR131W	0.0331	0.0358
YDL080C	0.0332	0.0235
YPL069C	0.0331	0.0346
YGL226C-A	0.0332	0.0398
YAL012W	0.0332	0.0543
YKL195W	0.0332	0.0423
YDL159W	0.0334	0.045
YDR356W	0.0337	0.0226
YCR075C	0.0336	0.0369
YGR117C	0.0337	0.037
YGL075C	0.0338	0.0397
YGR170W	0.0337	0.0414
YDL112W	0.0338	0.0418
YKR079C	0.0338	0.0364
YDL073W	0.0339	0.0409
YFR049W	0.0341	0.0421
YPR056W	0.0341	0.0353
YHR209W	0.0345	0.0342
YPL059W	0.0346	0.023
YNR032C-A	0.0347	0.0304
YGR088W	0.0347	0.0424
YJL133C-A	0.0348	0.0378
YNR067C	0.0347	0.0401
YLL039C	0.0348	0.0414
YNL294C	0.0348	0.0531
YKL018C-A	0.0349	0.029
YHR048W	0.0352	0.0432
YMR210W	0.035	0.0471
YMR261C	0.0352	0.0523
YDL178W	0.0354	0.0585
YBR164C	0.0356	0.04
YMR030W	0.0354	0.0493
YPL177C	0.0356	0.0327
YDL027C	0.0359	0.0452
YJL186W	0.036	0.011
YLR028C	0.0359	0.0386
YPL249C	0.036	0.0142
YDR534C	0.0365	0.0338
YDR258C	0.0364	0.0401
YPR133W-A	0.0365	0.0575
YFR030W	0.0367	0.0206
YBL042C	0.037	0.043
YDR007W	0.037	0.0357
YBR120C	0.0371	0.0496
YJR080C	0.0376	0.023
YDR180W	0.0372	0.0232
YMR103C	0.0376	0.0388
YLR167W	0.0379	0.0405
YHR107C	0.0379	0.0545
YMR316C-B	0.0379	0.0527
YJL077C	0.038	0.0271
YBR200W	0.0381	0.0299
YDL183C	0.0382	0.0308
YMR294W-A	0.0382	0.047
YPL105C	0.0382	0.0461
YCR020W-B	0.0384	0.0502
YDR391C	0.0388	0.0242
YDR500C	0.0386	0.0364
YGR187C	0.0388	0.0409
YGR036C	0.0389	0.0418
YCR021C	0.039	0.0356
YOR340C	0.0391	0.018
YJL072C	0.0393	0.0377
YPR181C	0.0395	0.0471
YMR100W	0.0396	0.0293
YJR123W	0.0397	0.0336
YJL013C	0.0398	0.0469
YBR024W	0.0399	0.0615
YOR329C	0.0399	0.0289
YKL083W	0.04	0.024
YDR105C	0.0402	0.0326
YCL067C	0.0401	0.0446
YPL181W	0.0402	0.0121
YDR127W	0.0403	0.0526
YDR166C	0.0404	0.0488
YDR174W	0.0406	0.0103
YBL108C-A	0.0407	0.0405
YPL096W	0.0407	0.0244
YNR002C	0.0408	0.0508
YPR055W	0.0409	0.0117
YGL107C	0.041	0.0403
YPL118W	0.0414	0.0381
YJL166W	0.041	0.0429
YPR184W	0.0414	0.0491
YGL160W	0.0416	0.0266
YDR382W	0.0417	0.0301
YDR492W	0.0417	0.0458
YDL002C	0.0418	0.0385
YLR023C	0.0418	0.049
YGR163W	0.0417	0.0524
YOR122C	0.0418	0.0533
YBR082C	0.0422	0.0402
YDR168W	0.0423	0.0454
YCR016W	0.0423	0.0504
YOR277C	0.0423	0.0472
YBL010C	0.0426	0.0419
YGL155W	0.0427	0.0486
YHR011W	0.043	0.021
YGL175C	0.0431	0.0353
YER179W	0.0432	0.0346
YLR112W	0.0431	0.0417
YPR072W	0.0432	0.0381
YMR129W	0.0434	0.0484
YNL303W	0.0435	0.0398
YMR151W	0.0434	0.0404
YBR056W	0.0435	0.0619
YOR028C	0.0435	0.0489
YIL038C	0.0436	0.0558
YPL168W	0.0436	0.0707
YJR058C	0.0441	0.0431
YPL022W	0.044	0.0449
YML080W	0.0441	0.0465
YNL087W	0.0441	0.0522
YLR319C	0.0442	0.0662
YMR247C	0.0442	0.0456
YLR042C	0.0443	0.0224
YOR188W	0.0444	0.0402
YMR300C	0.0447	0.0448
YDR353W	0.0447	0.0573
YDL203C	0.045	0.0413
YPL075W	0.0447	0.0549
YJR083C	0.045	0.033
YJR092W	0.0451	0.0553
YKR047W	0.0451	0.0512
YCR073W-A	0.0452	0.0435
YEL012W	0.0454	0.0541
YEL013W	0.0454	0.0351
YJL050W	0.0456	0.0521
YML017W	0.0456	0.0434
YBR015C	0.0457	0.0517
YLR225C	0.0457	0.0431
YOR006C	0.046	0.0506
YMR272C	0.0462	0.0447
YDL090C	0.0465	0.0423
YPR118W	0.0464	0.0467
YER121W	0.0465	0.0575
YLL018C-A	0.0465	0.0581
YNL016W	0.0465	0.0461
YHR119W	0.0467	0.058
YBR132C	0.0468	0.0564
YDR197W	0.0469	0.0553
YDR200C	0.0471	0.0433
YER169W	0.0472	0.0343
YDL222C	0.0475	0.0474
YER056C-A	0.0474	0.053
YOR284W	0.0475	0.0547
YBR133C	0.048	0.0636
YCL059C	0.0481	0.0398
YER006W	0.0482	0.0637
YIR002C	0.0482	0.0431
YGR201C	0.0484	0.0668
YGR119C	0.0485	0.0755
YNL234W	0.0485	0.0527
YBL079W	0.0488	0.0665
YCR024C-B	0.0488	0.0553
YFR055W	0.0489	0.0481
YDR283C	0.0491	0.0679
YKL034W	0.0491	0.0735
YJL155C	0.0492	0.0667
YIL096C	0.0494	0.0654
YPL100W	0.0495	0.0476
YEL063C	0.0497	0.0612
YLR015W	0.0498	0.0647
YDR260C	0.0499	0.0518
YMR064W	0.0501	0.0682
YOR152C	0.0501	0.0535
YML048W	0.0503	0.0795
YKL007W	0.0505	0.0552
YGR182C	0.0508	0.0561
YPL158C	0.0511	0.0426
YGR066C	0.0513	0.0671
YLR063W	0.0513	0.0318
YBR184W	0.0515	0.0346
YGL062W	0.0517	0.0433
YDL206W	0.0515	0.0491
YKR072C	0.0517	0.0607
YOR066W	0.0517	0.0625
YKL125W	0.0519	0.032
YNR011C	0.0518	0.0504
YPR108W-A	0.0519	0.0688
YDL156W	0.052	0.0761
YBL045C	0.0524	0.0532
YDR332W	0.0521	0.0708
YJL149W	0.0526	0.014
YDR082W	0.0524	0.051
YOR363C	0.0526	0.0666
YKL211C	0.0531	0.0708
YLR175W	0.0533	0.0379
YOR361C	0.0534	0.0437
YKL030W	0.0535	0.0511
YAL007C	0.0536	0.064
YDR381C-A	0.0536	0.0674
YDR458C	0.0539	0.0641
YBR269C	0.0541	0.0534
YHR203C	0.0542	0.0857
YOR078W	0.0542	0.0588
YDR093W	0.0543	0.0792
YEL015W	0.0543	0.0468
YNL164C	0.0545	0.054
YDL220C	0.0549	0.0561
YKL033W	0.0549	0.0688
YHR154W	0.0551	0.0577
YOR331C	0.0553	0.0592
YBR004C	0.0553	0.0622
YPR127W	0.0553	0.0335
YBR056W-A	0.0555	0.0649
YFR024C-A	0.0555	0.0573
YGR070W	0.0557	0.0708
YJL136C	0.0557	0.0682
YIL113W	0.056	0.0858
YEL047C	0.0562	0.0805
YGR218W	0.0563	0.0514
YHR164C	0.0565	0.0933
YBL085W	0.0566	0.0446
YOR271C	0.0567	0.0603
YMR015C	0.057	0.0333
YOR226C	0.0571	0.0618
YDR137W	0.0572	0.0557
YNL118C	0.0573	0.0586
YPL097W	0.0577	0.0651
YHL039W	0.0578	0.0746
YPR031W	0.0582	0.0399
YLR176C	0.0583	0.0517
YGL114W	0.0583	0.059
YDR119W-A	0.0583	0.0651
YHR193C	0.0585	0.098
YOL068C	0.0583	0.1051
YNL155W	0.0586	0.0639
